DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
131102;2;08;08001;1;03;1;1;19;2;5;2;1;1;1;4;3;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;7;;1;2;2;2;2;2;1;;1;;;;;;;2;13;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131103;2;08;08001;1;05;1;1;37;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;1;1;;;;;9;;;2;2;2;2;2;;;;;;1;1;;13;1;1;;1;2;2;2;2;2;1;;1;;;;;;;2;13;1;;2;2;1;2;1;1;2;1;2;;;13;;13;29;;13;;3;;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131104;2;08;08001;1;05;1;1;32;1;3;1;1;1;2;3;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;1;1;2;2;2;2;2;;;;1;7;;7;7;3;;1;2;2;2;2;2;1;1;1;;;;;;1;1;3;5;;1;1;2;2;2;2;2;2;2;19;17;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
131105;2;08;08001;1;02;1;1;28;1;3;1;1;1;1;4;4;4;4;4;2;4;4;2;1;1;1;;;1;1;1;;;;3;1;;2;2;2;1;2;;;;2;;1;1;;15;5;7;;2;2;2;2;2;2;;;;;;;;;;2;13;5;;2;1;1;2;1;2;2;1;2;;10;9;;10;;;18;;5;;2;;;;;;;;;;;1;1;1;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
131106;2;08;08001;1;02;1;1;34;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;14;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;2;1;2;1;1;2;1;2;;;21;;21;21;;21;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;2;2;2;1;;;;;;;;;;1
131107;2;08;08001;1;04;1;1;24;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;5;7;1;;1;2;2;2;2;2;1;;1;;;;;;;2;2;1;;2;2;1;2;2;2;2;2;2;;;18;;;;;;;3;;2;;;;;;;;;;;1;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131108;2;08;08001;1;02;1;1;51;2;3;1;1;1;2;4;4;3;4;4;4;4;4;4;1;;;;;1;;;;;;10;;;1;2;2;2;2;2;;;;;1;11;;1;11;9;;2;2;2;2;2;2;;;;;;;;;;2;13;1;;1;1;1;2;2;1;2;2;2;12;15;12;;;16;;;;1;;2;;;;;;;;;;;1;2;1;1;1;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131109;2;08;08001;1;05;1;1;45;1;6;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;9;2;9;;2;2;2;2;2;2;;;;;;;;;;2;13;5;;2;2;1;2;2;1;2;2;2;;;12;;;12;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131110;2;08;08001;1;03;1;1;32;1;3;1;1;1;1;4;4;4;4;4;4;4;4;4;1;;;;;;;;1;;;11;;;2;2;2;2;2;;;;;;1;7;;25;5;3;;2;1;2;2;2;2;2;1;1;;;;;;;1;4;1;;1;2;1;2;1;1;2;2;2;7;;10;;10;25;;;;6;2;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131111;2;08;08001;1;05;1;1;18;1;5;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;2;;2;2;2;2;2;2;;;;;;;;;;2;13;2;;1;1;2;2;2;2;2;2;2;15;17;;;;;;;;1;;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131114;2;08;08001;1;03;1;1;37;1;3;1;1;1;2;4;4;4;4;3;4;4;4;4;1;;1;;;;;;;;;10;;;2;2;2;2;2;;;;;;1;7;;5;5;3;;1;2;2;2;2;2;1;;1;;;;;;;1;3;5;;1;1;1;2;1;1;2;1;2;12;15;12;;17;19;;19;;6;1;2;;;;;;;;;;;2;2;1;2;1;2;1;;1;2;1;2;2;1;;;;;;;;;;1
131115;2;08;08001;1;05;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;32;1;;;;;;;1
131116;2;08;08001;1;05;1;1;35;1;5;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;5;3;;2;2;2;2;2;2;;;;;;;;;;2;13;2;;1;1;2;2;2;2;2;2;2;15;17;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131117;2;08;08001;1;03;1;1;19;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;10;9;9;;2;1;2;2;2;2;2;1;1;;;;;;;1;4;5;;1;1;1;1;1;1;2;1;2;11;12;14;15;10;11;;13;;6;2;2;;;;;;;;;;;1;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131118;2;08;08001;1;03;1;1;31;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;1;;;10;;;2;2;2;2;2;;;;;;1;7;;5;2;3;;1;2;2;2;2;2;1;1;1;1;;;;1;1;2;13;5;;1;1;1;2;1;2;2;1;2;8;8;8;;8;;;12;;5;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131119;2;08;08001;1;02;1;1;38;1;5;1;1;1;2;3;4;4;4;3;3;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;20;2;9;;2;2;2;2;2;2;;;;;;;;;;2;13;5;;1;2;2;2;2;2;2;2;2;15;;;;;;;;;1;;1;2;;1;;;;;1;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131120;2;08;08001;1;05;1;1;28;1;5;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;3;;2;2;2;2;2;2;;;;;;;;;;2;13;2;;1;1;2;2;2;2;2;2;2;10;15;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131121;2;08;08001;1;02;1;1;15;2;5;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;2;;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
131122;2;08;08001;1;02;1;1;47;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;1;;;1;;;10;;;1;2;2;2;2;2;;;;;1;7;;32;7;3;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;2;2;1;2;2;1;2;2;1;;;15;;;20;;;20;9;;2;;;;;;;;;;;2;1;1;2;2;2;1;;2;2;2;1;1;1;;;;;;;;;;1
131123;2;08;08001;1;05;1;1;17;2;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;11;;0;4;1;;2;1;2;2;2;2;2;;1;;1;;;;;1;4;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;;;;;;;;;;;1
131124;2;08;08001;1;04;1;1;37;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;5;2;3;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;1;2;2;2;1;2;2;2;6;8;;;;20;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131125;2;08;08001;1;05;1;1;36;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;7;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131126;2;08;08001;1;04;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;25;;;;;;1;;1
131127;2;08;08001;1;02;1;1;54;1;3;2;1;1;2;3;4;4;3;4;4;4;4;3;1;;;;;;;;;;1;3;1;;2;2;2;2;2;;;;;;1;1;;20;1;1;;2;2;2;2;2;2;;;;;;;;;;2;13;1;;1;2;2;2;1;2;2;2;2;22;;;;20;;;;;5;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131128;2;08;08001;1;02;1;1;59;1;3;1;1;1;2;3;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;2;5;6;;2;2;2;2;2;2;;;;;;;;;;1;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131129;2;08;08001;1;02;1;1;56;2;3;1;1;1;2;4;4;3;3;4;2;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;7;2;9;;2;1;2;2;2;2;2;;1;;;;;;;1;4;9;;1;2;2;2;1;2;2;2;2;19;;;;20;;;;;5;;1;2;;;;;;;;1;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131130;2;08;08001;1;04;1;1;45;2;3;2;1;1;2;4;4;3;3;3;4;4;4;4;1;;;;;1;;;1;;;11;;;1;2;2;2;2;1;;;;;2;1;;18;5;5;;1;1;2;2;2;2;1;;1;;;;;;;1;2;5;;1;1;1;2;2;2;2;2;2;20;15;25;;;;;;;1;;1;2;;;;;;;1;;;2;2;1;2;1;2;1;;2;2;2;1;2;1;;;;;;;;;;1
131131;2;08;08001;1;02;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;50;;;;;1;;;1
131132;2;08;08001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;37;;;;;1;;;1
131133;2;08;08001;1;02;1;1;49;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;6;;3;4;9;;2;2;2;2;2;2;;;;;;;;;;1;2;4;;2;2;2;2;2;1;2;2;2;;;;;;16;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131134;2;08;08001;1;03;1;1;41;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;10;7;1;;2;1;2;2;2;2;2;;1;1;;;;;;1;6;5;;1;1;1;2;1;1;2;2;2;15;15;12;;18;17;;;;1;;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131135;2;08;08001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;55;;1;;;;;;1
131137;2;08;08001;1;05;1;1;19;1;5;2;1;1;1;4;3;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;0;4;7;;2;2;2;2;2;1;6;;1;;;;;;;2;13;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131138;2;08;08001;1;05;1;1;31;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;1;;;1;1;;11;;;2;2;2;2;2;;;;;;1;7;;10;4;2;;1;1;2;2;2;2;1;1;1;;;;;;1;1;4;1;;1;1;2;2;2;2;2;2;2;12;14;;;;;;;;2;;1;2;;;;;;;1;;;1;2;1;2;2;2;1;;2;2;2;1;2;1;;;;;;;;;;1
131139;2;08;08001;1;02;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;22;1;;;;;;;1
131141;2;08;08001;1;04;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;70;;;1;1;;;;1
131142;2;08;08001;1;05;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;32;;;1;;;;;1
131143;2;08;08001;1;04;1;1;24;1;3;1;1;1;2;4;4;4;3;2;4;4;4;2;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;3;7;3;;2;1;2;2;2;2;2;;1;1;;;;;1;1;2;5;;1;1;1;2;2;2;2;2;2;12;12;12;;;;;;;3;;2;;;;;;;;;;;2;2;1;2;2;2;1;;1;2;1;1;1;1;;;;;;;;;;1
131144;2;08;08001;1;05;1;1;22;1;5;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;1;;2;2;2;2;2;2;;;;;;;;;;2;13;9;;1;1;2;2;2;2;2;2;2;17;17;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131145;2;08;08001;1;02;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;50;;;1;;;;;1
131146;2;08;08001;1;05;1;1;30;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;2;7;1;;1;2;2;2;2;2;1;;1;;;;;;;1;3;5;;1;1;1;1;1;1;2;1;2;10;12;10;10;10;10;;10;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;2;2;1;1;;;;;;;;;;1
131147;2;08;08001;1;03;1;1;27;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;2;5;3;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;1;2;2;1;2;2;2;16;;17;;;20;;;;6;2;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
131148;2;08;08001;1;05;1;1;26;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;1;;;;;;;;;11;;;2;2;2;2;2;;;;;;1;7;;12;4;2;;1;2;2;2;2;2;1;1;;;;;;;;1;3;5;;2;2;1;2;1;1;2;2;2;;;12;;12;12;;;;6;3;1;1;;;;;;;;;;2;2;1;2;2;1;2;;1;2;2;2;2;1;;;;;;;;;;1
131149;2;08;08001;1;05;1;1;17;2;5;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;2;;1;2;2;2;2;2;1;1;1;;;;;1;;2;13;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;;;;;;;;;;;1
131150;2;08;08001;1;02;1;1;18;1;5;2;1;1;2;4;2;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;6;;1;2;9;;2;1;2;2;2;2;2;;1;;;;;;;2;13;1;;1;2;1;2;2;1;2;2;2;12;;12;;;12;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131151;2;08;08001;1;03;1;1;50;1;3;2;1;1;2;4;4;2;4;4;4;4;4;3;1;;;;;;;;;1;;11;;;2;2;2;2;2;;;;;;1;1;;20;4;1;;1;2;2;2;1;2;1;;1;;;;;;1;1;2;5;;2;1;1;2;1;1;2;2;2;;40;30;;49;25;;;;6;2;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131152;2;08;08001;1;02;1;1;16;2;2;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;2;4;1;;1;2;2;2;2;2;1;1;1;;;;;;;1;3;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;1;;;;;;;;;;;1
131153;2;08;08001;1;05;1;1;33;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;3;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131154;2;08;08001;1;04;1;1;26;2;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;0;4;9;;2;1;2;2;2;2;2;;1;;;;;;;1;4;1;;2;1;2;2;2;2;2;2;2;;20;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131155;2;08;08001;1;03;1;1;62;1;5;1;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;1;7;6;;1;2;2;2;2;2;1;1;1;;;;;;1;1;4;5;;1;1;2;2;2;2;2;2;2;18;18;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131156;2;08;08001;1;02;1;1;67;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;10;4;9;;2;2;2;2;2;2;;;;;;;;;;1;4;5;;1;1;2;2;2;2;2;2;2;18;20;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131157;2;08;08001;1;02;1;1;33;1;3;1;1;1;2;4;4;4;3;4;4;4;4;4;1;;;;;1;1;;;;;1;1;;2;2;2;2;2;;;;;;1;7;;20;2;2;;1;2;2;2;1;2;5;;1;;;;;;1;1;4;5;;1;2;1;2;1;2;2;2;2;20;;18;;21;;;;;1;;1;2;1;;;;;;;;;1;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131158;2;08;08001;1;03;1;1;42;1;3;2;1;1;1;4;3;3;4;4;4;4;4;4;1;;;;;;1;;;1;;11;;;2;2;2;2;2;;;;;;1;7;;15;7;3;;2;2;2;2;1;2;5;;1;;;;;;;1;2;4;;2;2;1;2;2;1;2;2;2;;;16;;;20;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
131159;2;08;08001;1;03;1;1;43;1;3;1;1;1;2;4;4;4;3;4;2;4;2;2;2;;;;;;;;;;;;;;2;2;2;1;2;;;;2;;1;7;;25;9;9;;2;2;2;2;2;2;;;;;;;;;;2;13;5;;1;2;1;2;2;1;2;2;2;17;;17;;;17;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;1;;1;2;2;1;1;1;;;;;;;;;;1
131160;2;08;08001;1;02;1;1;24;1;3;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;7;;2;2;2;2;2;2;;;;;;;;;;2;13;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131161;2;08;08001;1;04;1;1;57;1;3;1;1;1;1;4;4;2;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;1;2;2;2;;2;;;;1;5;;12;4;3;;2;2;1;2;2;2;3;;1;;;;;;;1;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131162;2;08;08001;1;05;1;1;35;1;3;1;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;15;7;1;;2;2;2;2;2;1;6;;1;;;;;;;2;13;5;;1;1;1;2;2;1;2;2;2;13;13;13;;;13;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131164;2;08;08001;1;04;1;1;32;2;5;2;1;1;2;2;4;4;4;4;4;4;4;3;2;;;;;;;;;;;;;;2;1;2;2;2;;2;;;;1;6;;5;1;6;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;2;1;1;2;2;1;2;2;2;;15;15;;;15;;;;6;3;2;;;;;;;;;;;1;2;1;1;1;2;1;;1;2;2;1;1;1;;;;;;;;;;1
131165;2;08;08001;1;05;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;28;;;;;1;;;1
131166;2;08;08001;1;02;1;1;57;1;5;1;1;1;2;4;4;4;2;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;15;4;9;;2;2;2;2;2;1;6;1;1;;;;;;;1;3;4;;1;2;2;2;2;2;2;2;2;15;;;;;;;;;1;;1;2;;;;;;;;1;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131167;2;08;08001;1;03;1;1;62;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;;;1;11;;;2;2;2;2;2;;;;;;1;7;;25;7;6;;2;1;2;2;2;2;2;;1;;;;;;;1;3;1;;2;1;2;2;2;2;2;2;2;;20;;;;;;;;2;;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;1;2;2;2;2;1;;;;;;;;;;1
131169;2;08;08001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;36;;;;;1;;1;1
131170;2;08;08001;1;03;1;1;24;2;3;1;1;2;2;4;4;4;4;4;4;4;4;3;1;;;;;1;;;;;;10;;;2;2;2;2;2;;;;;;1;6;;5;5;4;;2;1;2;2;2;2;2;;1;1;;;;;;1;4;5;;2;1;2;2;2;2;2;2;2;;18;;;;;;;;2;;2;;;;;;;;;;;2;1;2;2;2;2;1;;1;2;2;2;1;1;;;;;;;;;;1
131171;2;08;08001;1;04;1;1;39;1;3;2;1;1;1;4;4;4;4;4;4;4;4;4;1;;;;;;;;;1;;10;;;2;2;2;2;2;;;;;;1;2;;6;7;3;;1;1;2;2;2;2;2;;1;;;;;;;1;3;5;;1;1;2;2;2;1;2;2;2;18;16;;;;22;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131172;2;08;08001;1;05;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;50;;1;;;;;;1
131173;2;08;08001;1;03;1;1;44;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;4;7;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131174;2;08;08001;1;04;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;25;;;1;1;;;;1
131175;2;08;08001;1;02;1;1;75;1;3;2;1;1;2;3;4;4;4;4;4;4;4;4;1;;;;;1;;;;;;10;;;1;2;2;2;2;2;;;;;1;2;;30;2;6;;1;2;2;2;2;2;1;1;1;;;;;1;1;2;13;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131176;2;08;08001;1;02;1;1;43;1;3;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;7;;25;7;7;;1;1;2;2;2;1;2;1;1;;;;;;;1;4;9;;2;1;2;2;2;2;2;2;2;;12;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
